node_id,bucket_type,source_path,source_type,language_hint,expected_neighbors,expected_parent,provenance_ref,model_a_top10,model_b_top10,score_a,score_b,notes,script_hint,locale_hint,translation_needed,source_exists,source_lineage,extracted_at,extractor_model,image_fingerprint,ocr_text_excerpt,extraction_quality
NODE-027,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/SES-infographic-subtleenergy-1.jpg,image,en,NODE-025;NODE-026;NODE-028;NODE-029,PARENT-BIOFIELD-ROOT,prov:2ac9be92e172,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:2ac9be92e172,,unscored
NODE-028,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/20624266_10154871766767913_572055730_n.jpg,image,en,NODE-026;NODE-027;NODE-029;NODE-030,PARENT-BIOFIELD-ROOT,prov:a24033b547ea,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:a24033b547ea,,unscored
NODE-029,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21363175_10154948161267913_1808121624_o.jpg,image,en,NODE-027;NODE-028;NODE-030;NODE-031,PARENT-BIOFIELD-ROOT,prov:fa1d3b1a0d74,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:fa1d3b1a0d74,,unscored
NODE-030,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/67761_1573488850613_1037305960_31611772_7546209_s.jpg,image,en,NODE-028;NODE-029;NODE-031;NODE-032,PARENT-BIOFIELD-ROOT,prov:53450091ec55,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:53450091ec55,,unscored
NODE-031,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/13789_518435964857353_377864600_n.jpg,image,en,NODE-029;NODE-030;NODE-032;NODE-033,PARENT-BIOFIELD-ROOT,prov:1eba52972bf0,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:1eba52972bf0,,unscored
NODE-032,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21329415_10154948152822913_2081738134_o.jpg,image,en,NODE-030;NODE-031;NODE-033;NODE-034,PARENT-BIOFIELD-ROOT,prov:bac9e17d0869,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:bac9e17d0869,,unscored
NODE-033,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21325583_10154942520712913_225346204_n.jpg,image,en,NODE-031;NODE-032;NODE-034;NODE-035,PARENT-BIOFIELD-ROOT,prov:8935b2c61831,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:8935b2c61831,,unscored
NODE-034,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21329826_10154948169402913_281946457_o.jpg,image,en,NODE-032;NODE-033;NODE-035,PARENT-BIOFIELD-ROOT,prov:73794cc669cd,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:73794cc669cd,,unscored
NODE-035,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21299019_10154948138132913_1114110350_o.jpg,image,en,NODE-033;NODE-034,PARENT-BIOFIELD-ROOT,prov:794614089c5f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:794614089c5f,,unscored
NODE-036,interpretation_maps,"/Users/sheshnarayaniyer/Documents/noesis/Research/James True/Exploring Consciousness - An Introduction to Living Systems, Sapience, and Sentience.md",document,en,NODE-037;NODE-038,PARENT-INTERPRETATION-ROOT,prov:27303c62ea9c,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-037,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520195322.png,image,en,NODE-036;NODE-038;NODE-039,PARENT-INTERPRETATION-ROOT,prov:4228d72c9e82,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:4228d72c9e82,,unscored
NODE-038,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240305002325.png,image,en,NODE-036;NODE-037;NODE-039;NODE-040,PARENT-INTERPRETATION-ROOT,prov:da29dbf91b56,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:da29dbf91b56,,unscored
NODE-039,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240906142538.png,image,en,NODE-037;NODE-038;NODE-040;NODE-041,PARENT-INTERPRETATION-ROOT,prov:eee1706bcbcf,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:eee1706bcbcf,,unscored
NODE-040,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Books/e2ca0c409c17538f41b5fd39fa497e2a--st-thomas-walter-obrien.jpg,image,en,NODE-038;NODE-039;NODE-041;NODE-042,PARENT-INTERPRETATION-ROOT,prov:88cfe9b9507a,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:88cfe9b9507a,,unscored
NODE-041,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20241208205024.png,image,en,NODE-039;NODE-040;NODE-042;NODE-043,PARENT-INTERPRETATION-ROOT,prov:8333a7aad71a,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:8333a7aad71a,,unscored
NODE-042,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612223045.png,image,en,NODE-040;NODE-041;NODE-043;NODE-044,PARENT-INTERPRETATION-ROOT,prov:2077590e8790,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:2077590e8790,,unscored
NODE-043,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240828002737.png,image,en,NODE-041;NODE-042;NODE-044;NODE-045,PARENT-INTERPRETATION-ROOT,prov:dc642ab8fbfb,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:dc642ab8fbfb,,unscored
NODE-044,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-19 031659.png,image,en,NODE-042;NODE-043;NODE-045;NODE-046,PARENT-INTERPRETATION-ROOT,prov:d58f617ceec1,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:d58f617ceec1,,unscored
NODE-045,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612224016.png,image,en,NODE-043;NODE-044;NODE-046;NODE-047,PARENT-INTERPRETATION-ROOT,prov:3d4b98e6eafc,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:3d4b98e6eafc,,unscored
NODE-046,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240921172756.png,image,en,NODE-044;NODE-045;NODE-047;NODE-048,PARENT-INTERPRETATION-ROOT,prov:adbec2faa9a7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:adbec2faa9a7,,unscored
NODE-047,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240316220701.png,image,en,NODE-045;NODE-046;NODE-048;NODE-049,PARENT-INTERPRETATION-ROOT,prov:6976b1c75fcc,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:6976b1c75fcc,,unscored
NODE-048,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240921174633.png,image,en,NODE-046;NODE-047;NODE-049;NODE-050,PARENT-INTERPRETATION-ROOT,prov:05fe824b9253,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:05fe824b9253,,unscored
NODE-049,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/800px-Toroidal_Transformer_Poynting_Vector.jpg,image,en,NODE-047;NODE-048;NODE-050;NODE-051,PARENT-INTERPRETATION-ROOT,prov:52d6fed8cb94,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:52d6fed8cb94,,unscored
NODE-050,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-21 164229.png,image,en,NODE-048;NODE-049;NODE-051;NODE-052,PARENT-INTERPRETATION-ROOT,prov:5c75464b53fa,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:5c75464b53fa,,unscored
NODE-051,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520195832.png,image,en,NODE-049;NODE-050;NODE-052;NODE-053,PARENT-INTERPRETATION-ROOT,prov:94c5ab047c7e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:94c5ab047c7e,,unscored
NODE-052,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612224817.png,image,en,NODE-050;NODE-051;NODE-053;NODE-054,PARENT-INTERPRETATION-ROOT,prov:61394345b56e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:61394345b56e,,unscored
NODE-053,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240827191449.png,image,en,NODE-051;NODE-052;NODE-054;NODE-055,PARENT-INTERPRETATION-ROOT,prov:dd0e52d034c1,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:dd0e52d034c1,,unscored
NODE-054,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612214645.png,image,en,NODE-052;NODE-053;NODE-055;NODE-056,PARENT-INTERPRETATION-ROOT,prov:94764d4ee5ee,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:94764d4ee5ee,,unscored
NODE-055,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Smoking and rolling/HV-Sacred-Smoke-Blog-post.jpg,image,en,NODE-053;NODE-054;NODE-056;NODE-057,PARENT-INTERPRETATION-ROOT,prov:8bc6eac91f3f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:8bc6eac91f3f,,unscored
NODE-056,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240324170936.png,image,en,NODE-054;NODE-055;NODE-057;NODE-058,PARENT-INTERPRETATION-ROOT,prov:147c3889bdbf,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:147c3889bdbf,,unscored
NODE-057,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Smoking and rolling/smudge-1.jpg,image,en,NODE-055;NODE-056;NODE-058;NODE-059,PARENT-INTERPRETATION-ROOT,prov:40c8a72e6ec7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:40c8a72e6ec7,,unscored
NODE-058,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-06 142534.png,image,en,NODE-056;NODE-057;NODE-059;NODE-060,PARENT-INTERPRETATION-ROOT,prov:b5bbcc6f3bf4,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:b5bbcc6f3bf4,,unscored
NODE-059,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-05 102750.png,image,en,NODE-057;NODE-058;NODE-060;NODE-061,PARENT-INTERPRETATION-ROOT,prov:83b1338b4dbb,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:83b1338b4dbb,,unscored
NODE-060,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-21 165746.png,image,en,NODE-058;NODE-059;NODE-061;NODE-062,PARENT-INTERPRETATION-ROOT,prov:af5edbf45ab0,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:af5edbf45ab0,,unscored
NODE-061,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240906135822.png,image,en,NODE-059;NODE-060;NODE-062;NODE-063,PARENT-INTERPRETATION-ROOT,prov:eb5ed2568fc7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:eb5ed2568fc7,,unscored
NODE-062,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520200336.png,image,en,NODE-060;NODE-061;NODE-063;NODE-064,PARENT-INTERPRETATION-ROOT,prov:6727f4525f5c,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:6727f4525f5c,,unscored
NODE-063,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240921171030.png,image,en,NODE-061;NODE-062;NODE-064;NODE-065,PARENT-INTERPRETATION-ROOT,prov:526d3f76c593,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:526d3f76c593,,unscored
NODE-064,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/10-14-24-165634.png,image,en,NODE-062;NODE-063;NODE-065;NODE-066,PARENT-INTERPRETATION-ROOT,prov:425ad89e22b1,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:425ad89e22b1,,unscored
NODE-065,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520202620.png,image,en,NODE-063;NODE-064;NODE-066;NODE-067,PARENT-INTERPRETATION-ROOT,prov:40377dd5af22,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:40377dd5af22,,unscored
NODE-066,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240304200924.png,image,en,NODE-064;NODE-065;NODE-067;NODE-068,PARENT-INTERPRETATION-ROOT,prov:c1749314e8eb,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:c1749314e8eb,,unscored
NODE-067,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20241208204741.png,image,en,NODE-065;NODE-066;NODE-068;NODE-069,PARENT-INTERPRETATION-ROOT,prov:5860a1a34ecc,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:5860a1a34ecc,,unscored
NODE-068,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Smoking and rolling/Wampanoag2.jpg,image,en,NODE-066;NODE-067;NODE-069;NODE-070,PARENT-INTERPRETATION-ROOT,prov:64b227960848,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:64b227960848,,unscored
NODE-069,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240320133637.png,image,en,NODE-067;NODE-068;NODE-070,PARENT-INTERPRETATION-ROOT,prov:410b2e9c6d7f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:410b2e9c6d7f,,unscored
NODE-070,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-10-23 133154.png,image,en,NODE-068;NODE-069,PARENT-INTERPRETATION-ROOT,prov:6444d50409f6,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:6444d50409f6,,unscored
