node_id,bucket_type,source_path,source_type,language_hint,expected_neighbors,expected_parent,provenance_ref,model_a_top10,model_b_top10,score_a,score_b,notes,script_hint,locale_hint,translation_needed,source_exists,source_lineage,extracted_at,extractor_model,image_fingerprint,ocr_text_excerpt,extraction_quality
NODE-011,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Introducing The Biofield Viewer-page1.jpg,image,en,,,prov:36e086ee7472,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:36e086ee7472,,unscored
NODE-012,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/25371043_10155189860807913_593137644_o.jpg,image,en,,,prov:575ae31d4811,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:575ae31d4811,,unscored
NODE-013,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/25344752_10155188222172913_311737247_o.jpg,image,en,,,prov:78b926786bde,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:78b926786bde,,unscored
NODE-014,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/12440577_1774777246078915_5490769812823559389_o.jpg,image,en,,,prov:c17bf81167bf,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:c17bf81167bf,,unscored
NODE-015,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21390239_10154948169937913_1921212606_o.jpg,image,en,,,prov:94053ae055b5,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:94053ae055b5,,unscored
NODE-016,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21146922_10203820293785893_331657195_o.jpg,image,en,,,prov:e2e4e9c28800,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:e2e4e9c28800,,unscored
NODE-017,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/25370994_10155189860867913_1238043252_o.jpg,image,en,,,prov:32f08e66f85c,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:32f08e66f85c,,unscored
NODE-018,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/25346344_10155188222837913_1298576434_o.jpg,image,en,,,prov:e0d607c3232f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:e0d607c3232f,,unscored
NODE-019,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/16864485_1255373824516892_929464754599263898_n.jpg,image,en,,,prov:e968f74142bf,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:e968f74142bf,,unscored
NODE-020,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/20624399_10154871771292913_1933098926_n.jpg,image,en,,,prov:7a39179ed1ad,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:7a39179ed1ad,,unscored
NODE-021,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/25397982_10155191902547913_1051989663_o.jpg,image,en,,,prov:f587fddfea92,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:f587fddfea92,,unscored
NODE-022,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/12033082_676938482406056_2173393825446135643_n.jpg,image,en,,,prov:9a8c9c72533e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:9a8c9c72533e,,unscored
NODE-023,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/12963630_10153302478616841_2677942117444701816_n.jpg,image,en,,,prov:e9c07b702385,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:e9c07b702385,,unscored
NODE-024,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21146939_10203820293745892_1849862203_o.jpg,image,en,,,prov:b0367f3c016b,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:b0367f3c016b,,unscored
NODE-025,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21268727_10154943498077913_1627040379_n.png,image,en,,,prov:372d3178fd17,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:372d3178fd17,,unscored
NODE-026,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/Chakra21.jpg,image,en,,,prov:3e172836aa5a,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:3e172836aa5a,,unscored
NODE-027,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/SES-infographic-subtleenergy-1.jpg,image,en,,,prov:2ac9be92e172,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:2ac9be92e172,,unscored
NODE-028,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/20624266_10154871766767913_572055730_n.jpg,image,en,,,prov:a24033b547ea,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:a24033b547ea,,unscored
NODE-029,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21363175_10154948161267913_1808121624_o.jpg,image,en,,,prov:fa1d3b1a0d74,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:fa1d3b1a0d74,,unscored
NODE-030,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/67761_1573488850613_1037305960_31611772_7546209_s.jpg,image,en,,,prov:53450091ec55,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:53450091ec55,,unscored
NODE-031,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield interpretation maps/13789_518435964857353_377864600_n.jpg,image,en,,,prov:1eba52972bf0,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:1eba52972bf0,,unscored
NODE-032,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21329415_10154948152822913_2081738134_o.jpg,image,en,,,prov:bac9e17d0869,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:bac9e17d0869,,unscored
NODE-033,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21325583_10154942520712913_225346204_n.jpg,image,en,,,prov:8935b2c61831,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:8935b2c61831,,unscored
NODE-034,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21329826_10154948169402913_281946457_o.jpg,image,en,,,prov:73794cc669cd,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:73794cc669cd,,unscored
NODE-035,bio_field_charts,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Viewer Future Eliya/21299019_10154948138132913_1114110350_o.jpg,image,en,,,prov:794614089c5f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:794614089c5f,,unscored
NODE-036,interpretation_maps,"/Users/sheshnarayaniyer/Documents/noesis/Research/James True/Exploring Consciousness - An Introduction to Living Systems, Sapience, and Sentience.md",document,en,,,prov:27303c62ea9c,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-037,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520195322.png,image,en,,,prov:4228d72c9e82,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:4228d72c9e82,,unscored
NODE-038,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240305002325.png,image,en,,,prov:da29dbf91b56,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:da29dbf91b56,,unscored
NODE-039,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240906142538.png,image,en,,,prov:eee1706bcbcf,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:eee1706bcbcf,,unscored
NODE-040,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Books/e2ca0c409c17538f41b5fd39fa497e2a--st-thomas-walter-obrien.jpg,image,en,,,prov:88cfe9b9507a,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:88cfe9b9507a,,unscored
NODE-041,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20241208205024.png,image,en,,,prov:8333a7aad71a,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:8333a7aad71a,,unscored
NODE-042,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612223045.png,image,en,,,prov:2077590e8790,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:2077590e8790,,unscored
NODE-043,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240828002737.png,image,en,,,prov:dc642ab8fbfb,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:dc642ab8fbfb,,unscored
NODE-044,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-19 031659.png,image,en,,,prov:d58f617ceec1,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:d58f617ceec1,,unscored
NODE-045,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612224016.png,image,en,,,prov:3d4b98e6eafc,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:3d4b98e6eafc,,unscored
NODE-046,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240921172756.png,image,en,,,prov:adbec2faa9a7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:adbec2faa9a7,,unscored
NODE-047,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240316220701.png,image,en,,,prov:6976b1c75fcc,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:6976b1c75fcc,,unscored
NODE-048,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240921174633.png,image,en,,,prov:05fe824b9253,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:05fe824b9253,,unscored
NODE-049,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/800px-Toroidal_Transformer_Poynting_Vector.jpg,image,en,,,prov:52d6fed8cb94,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:52d6fed8cb94,,unscored
NODE-050,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-21 164229.png,image,en,,,prov:5c75464b53fa,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:5c75464b53fa,,unscored
NODE-051,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520195832.png,image,en,,,prov:94c5ab047c7e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:94c5ab047c7e,,unscored
NODE-052,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612224817.png,image,en,,,prov:61394345b56e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:61394345b56e,,unscored
NODE-053,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240827191449.png,image,en,,,prov:dd0e52d034c1,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:dd0e52d034c1,,unscored
NODE-054,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240612214645.png,image,en,,,prov:94764d4ee5ee,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:94764d4ee5ee,,unscored
NODE-055,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Smoking and rolling/HV-Sacred-Smoke-Blog-post.jpg,image,en,,,prov:8bc6eac91f3f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:8bc6eac91f3f,,unscored
NODE-056,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240324170936.png,image,en,,,prov:147c3889bdbf,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:147c3889bdbf,,unscored
NODE-057,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Smoking and rolling/smudge-1.jpg,image,en,,,prov:40c8a72e6ec7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:40c8a72e6ec7,,unscored
NODE-058,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-06 142534.png,image,en,,,prov:b5bbcc6f3bf4,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:b5bbcc6f3bf4,,unscored
NODE-059,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-05 102750.png,image,en,,,prov:83b1338b4dbb,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:83b1338b4dbb,,unscored
NODE-060,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-09-21 165746.png,image,en,,,prov:af5edbf45ab0,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:af5edbf45ab0,,unscored
NODE-061,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240906135822.png,image,en,,,prov:eb5ed2568fc7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:eb5ed2568fc7,,unscored
NODE-062,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520200336.png,image,en,,,prov:6727f4525f5c,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:6727f4525f5c,,unscored
NODE-063,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240921171030.png,image,en,,,prov:526d3f76c593,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:526d3f76c593,,unscored
NODE-064,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/10-14-24-165634.png,image,en,,,prov:425ad89e22b1,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:425ad89e22b1,,unscored
NODE-065,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240520202620.png,image,en,,,prov:40377dd5af22,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:40377dd5af22,,unscored
NODE-066,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240304200924.png,image,en,,,prov:c1749314e8eb,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:c1749314e8eb,,unscored
NODE-067,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20241208204741.png,image,en,,,prov:5860a1a34ecc,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:5860a1a34ecc,,unscored
NODE-068,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Smoking and rolling/Wampanoag2.jpg,image,en,,,prov:64b227960848,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:64b227960848,,unscored
NODE-069,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Pasted image 20240320133637.png,image,en,,,prov:410b2e9c6d7f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:410b2e9c6d7f,,unscored
NODE-070,interpretation_maps,/Users/sheshnarayaniyer/Documents/noesis/Research/Screenshot 2024-10-23 133154.png,image,en,,,prov:6444d50409f6,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,imgfp:6444d50409f6,,unscored
NODE-071,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/INDIVIDUATION - & the Will-to-Meaning . by Michael Tsarion.md,document,en,,,prov:6b23549cea0a,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-072,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Atonism & the Cult of Mithras.md,document,en,,,prov:950759ad444e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-073,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/Helen Ellerbe.md,document,en,,,prov:7871183dd0dd,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-074,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Exploring the Origins of Jehovah.md,document,en,,,prov:682af82547cd,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-075,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/ORIENTATION/Biofield Papers/Energetic Lighting Energetic Destiny LED Panel IP20 36W 5000K 3400Lm at 600 x 600mm [222008]  MegaBuy Computer Parts.pdf,document,en,,,prov:aeb41d51062f,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-076,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/THE FIRST   PHILOSOPHER . By Michael Tsarion.md,document,en,,,prov:0a9e6217f402,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-077,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/EXISTENTIALISM   VS. PERSONALISM (The Philosophy of Selfhood).md,document,en,,,prov:99d61b42b6f9,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-078,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Atlantis.md,document,en,,,prov:d15b63ca9340,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-079,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/From Heaven to Earth  by Michael Tsarion 1.md,document,en,,,prov:cc742b14b12b,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-080,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/Robert Graves.md,document,en,,,prov:c0880bae3ac6,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-081,cross_integration_histories,"/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Prisoners of Childhood Adultism, Psychiatry & the Fifth Commandment.md",document,en,,,prov:1cda608dca98,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-082,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/HAPPY DISCONTENTS & the Unreality Principle . by Michael Tsarion.md,document,en,,,prov:5d318e61df8d,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-083,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/PESTILENCE (The Curse of Christianity) . by Michael Tsarion.md,document,en,,,prov:931b1dbd810d,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-084,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/BLAKE & WOMEN . by Michael Tsarion.md,document,en,,,prov:1b07d1ffcd43,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-085,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/ANCESTRAL TRAUMA  (& the Epic of Consciousness) . By Michael Tsarion.md,document,en,,,prov:80fb056882a7,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-086,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Psychic Self-Défense.md,document,en,,,prov:da77243e384c,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-087,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Symbolic Literacy  . by Michael Tsarion.md,document,en,,,prov:3810db2878ca,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
NODE-088,cross_integration_histories,/Users/sheshnarayaniyer/Documents/noesis/Research/Micheal Tsarion/Articles/Author Intro/Alvin Boyd Kuhn.md,document,en,,,prov:56d9fb865f4e,,,,,,latin,global,false,true,noesis_research_corpus,2026-05-15T00:00:00Z,tbd-phase3,,,unscored
